lemma_slp1	n_ambiguous_forms	sample
maKa	4	dcs:maKAya~maKa(ADJ,3);dcs:maKa~maKa(ADJ,2);dcs:maKaH~maKa(ADJ,2);dcs:maKasya~maKa(ADJ,1)
maNgalA	1	dcs:maNgalA~maNgala(ADJ,9)
maNgala	5	dcs:maNgalAnAM~maNgala(ADJ,1);dcs:maNgalAni~maNgala(ADJ,4);dcs:maNgala~maNgala(ADJ,40);dcs:maNgalaM~maNgala(ADJ,8);dcs:maNgalam~maNgala(ADJ,25)
maNgalya	2	dcs:maNgalyAni~maNgalya(NOUN,3);dcs:maNgalya~maNgalya(NOUN,9)
maRimant	1	dcs:maRimat~maRimat(ADJ,1)
maRqala	5	dcs:maRqalAni~maRqala(ADJ,2);dcs:maRqala~maRqala(ADJ,7);dcs:maRqalaM~maRqala(ADJ,6);dcs:maRqalam~maRqala(ADJ,3);dcs:maRqale~maRqala(ADJ,1)
maRqalin	1	dcs:maRqalI~maRqala(NOUN,6)
maRqana	1	dcs:maRqane~maRqana(NOUN,2)
maRqay	1	dcs:maRqita~maRqita(NOUN,1)
maT	2	dcs:maTita~maTita(NOUN,4);dcs:maTitam~maTita(NOUN,1)
maTana	1	dcs:maTana~maTana(ADJ,2)
maYju	1	dcs:maYju~maYju(NOUN,1)
maYjula	1	dcs:maYjula~maYjula(NOUN,1)
mad	31	dcs:Avam~av(VERB,2);dcs:Ra~na(PART,8);dcs:RaH~Ra(NOUN,10);dcs:Ro~R(NOUN,1);dcs:ahaM~aha(NOUN,3)
madAlasA	1	vidyut:madAlasa~madAlasa(noun,2)
madAlasa	1	vidyut:madAlasAn~madAlasA(noun,1)
madAnDA	1	vidyut:madAnDa~madAnDa(noun,2)
madacyut	1	vidyut:madacyutA~madacyuta(noun,1)
madacyuta	1	vidyut:madacyutam~madacyut(noun,2)
madanA	1	dcs:madanA~madana(NOUN,1)
madanI	2	vidyut:madanyA~mad(noun,2);vidyut:madanyA~mAdi(noun,1)
madapawu	1	vidyut:madapawu~madapawu(ind,1)
madarTa	1	vidyut:madarTam~madarTam(ind,1)
madotkawa	3	vidyut:madotkawAn~madotkawA(noun,1);vidyut:madotkawa~madotkawA(noun,3);vidyut:madotkawe~madotkawA(noun,14)
madraka	1	dcs:madrakA~madrakA(NOUN,1)
madvacana	1	vidyut:madvacanAt~madvacanAt(ind,1)
madya	2	dcs:madyaM~mad(VERB,4);dcs:madyam~mad(VERB,9)
mah	6	dcs:mahIBiH~mahI(NOUN,1);dcs:maha~mahas(NOUN,15);dcs:mahaH~mahas(NOUN,49);dcs:mahaS~mahas(NOUN,5);dcs:mahe~maha(NOUN,10)
mahABAga	2	dcs:mahABAgA~mahABAgA(NOUN,2);dcs:mahABAga~mahABAga(NOUN,2)
mahADana	2	dcs:mahADana~mahADana(NOUN,2);dcs:mahADane~mahADana(NOUN,1)
mahAGoza	2	vidyut:mahAGozAm~mahAGozA(noun,2);vidyut:mahAGoza~mahAGozA(noun,3)
mahAPala	1	vidyut:mahAPala~mahAPalA(noun,3)
mahASAKA	1	vidyut:mahASAKa~mahASAKa(noun,2)
mahASalkA	1	vidyut:mahASalkA~mahASalka(noun,1)
mahAbala	3	vidyut:mahAbalAnAm~mahAbalA(noun,2);vidyut:mahAbale~mahAbalA(noun,14);vidyut:mahAbale~mahAbali(noun,2)
mahAcaRqA	1	vidyut:mahAcaRqa~mahAcaRqa(noun,2)
mahAjava	2	vidyut:mahAjavAn~mahAjavA(noun,1);vidyut:mahAjava~mahAjavA(noun,3)
mahAjaya	1	vidyut:mahAjaya~mahAjayA(noun,3)
mahAjvAla	1	vidyut:mahAjvAla~mahAjvAlA(noun,3)
mahAmAyA	1	vidyut:mahAmAyAm~mahAmAya(noun,2)
mahAmaha	1	vidyut:mahAmaha~mahAmahA(noun,3)
mahAmanas	2	dcs:mahAmanA~mahAmanas(ADJ,3);dcs:mahAmanAH~mahAmanas(NOUN,5)
mahAmati	6	dcs:mahAmatI~mahAmatI(NOUN,2);dcs:mahAmate~mahAmati(ADJ,114);dcs:mahAmateH~mahAmati(NOUN,1);dcs:mahAmati~mahAmati(NOUN,1);dcs:mahAmatiH~mahAmati(NOUN,28)
mahApraBA	1	vidyut:mahApraBA~mahApraBa(noun,2)
mahApraBa	2	vidyut:mahApraBAn~mahApraBA(noun,1);vidyut:mahApraBa~mahApraBA(noun,3)
mahApuRyA	1	vidyut:mahApuRya~mahApuRya(noun,2)
mahArAja	1	dcs:mahArAja~mahArAjan(NOUN,2)
mahArUpA	1	vidyut:mahArUpAm~mahArUpa(noun,2)
mahArUpa	1	vidyut:mahArUpa~mahArUpA(noun,3)
mahArha	1	dcs:mahArhaM~mahArha(NOUN,3)
mahAsenA	1	vidyut:mahAsenA~mahAsena(noun,2)
mahAskanDA	1	vidyut:mahAskanDa~mahAskanDa(noun,2)
mahAsvana	1	vidyut:mahAsvanam~mahAsvanam(ind,1)
mahAtapas	1	vidyut:mahAtapas~mahAtapa(noun,1)
mahAtejas	1	vidyut:mahAtejas~mahAteja(noun,1)
mahAtman	9	dcs:mahAtmA~mahAtman(NOUN,6);dcs:mahAtmAnaH~mahAtman(NOUN,3);dcs:mahAtmAnaM~mahAtman(NOUN,1);dcs:mahAtmAno~mahAtman(NOUN,1);dcs:mahAtmanA~mahAtman(NOUN,3)
mahAvIrya	1	vidyut:mahAvIryAn~mahAvIryA(noun,1)
mahAvegA	1	vidyut:mahAvegAm~mahAvega(noun,2)
mahAvega	2	vidyut:mahAvegAn~mahAvegA(noun,1);vidyut:mahAvega~mahAvegA(noun,3)
mahAvidehA	1	vidyut:mahAvideha~mahAvideha(noun,2)
mahAvrata	2	dcs:mahAvrata~mahAvrata(ADJ,5);dcs:mahAvrataH~mahAvrata(NOUN,1)
mahI	3	dcs:mahI~mah(ADJ,90);dcs:mahIM~mah(ADJ,13);dcs:mahIm~mah(ADJ,51)
mahIyA	1	dcs:mahIyA~mahIy(VERB,1)
maharzi	8	vidyut:maharzIRAm~mahafzi(noun,3);vidyut:maharzIn~mahafzi(noun,1);vidyut:maharzaye~mahafzi(noun,2);vidyut:maharze~mahafzi(noun,2);vidyut:maharzi~mahafzi(noun,3)
mahat	19	dcs:mahAMs~mahant(NOUN,2);dcs:mahAmfDe~mfDa(NOUN,1);dcs:mahAn~mahant(NOUN,65);dcs:mahAntaM~mahant(NOUN,6);dcs:mahAntam~mahant(NOUN,3)
mahattara	1	dcs:mahattaram~mahattara(NOUN,2)
mahi	6	dcs:mahIH~mahI(NOUN,1);dcs:mahInAM~mahI(NOUN,2);dcs:mahInAm~mahI(NOUN,3);dcs:mahIr~mahI(NOUN,3);dcs:mahy~mah(ADJ,8)
mahiman	1	vidyut:mahiman~mahimat(noun,2)
mahita	1	dcs:mahitaH~mahita(NOUN,3)
mahiza	3	dcs:mahizaH~mahiza(ADJ,2);dcs:mahizaM~mahiza(ADJ,1);dcs:mahizasya~mahiza(ADJ,2)
mahodaya	1	vidyut:mahodaya~mahodayA(noun,3)
maj	6	vidyut:makti~mac(noun,6);vidyut:makti~maK(noun,6);vidyut:makti~majj(noun,6);vidyut:makti~mask(noun,6);vidyut:makti~majji(noun,6)
mala	4	dcs:malA~amala(ADJ,2);dcs:mala~mala(ADJ,1);dcs:malaM~mala(ADJ,1);dcs:malam~amala(ADJ,3)
maladA	2	vidyut:maladAm~malada(noun,1);vidyut:malada~malada(noun,2)
malina	1	dcs:malinA~malinA(NOUN,3)
man	10	dcs:mAnyAn~mAnay(VERB,4);dcs:mAnya~mAnay(VERB,6);dcs:mAnyaH~mAnay(VERB,12);dcs:man~mad(PRON,3);dcs:manya~manya(NOUN,2)
manIzin	2	dcs:manIziBiH~manIzin(NOUN,1);dcs:manIziRA~manIzin(NOUN,1)
manIzita	1	dcs:manIzitam~manIzita(ADJ,3)
manTa	1	dcs:manTa~maT(VERB,4)
manTarA	2	dcs:manTarA~manTara(ADJ,6);dcs:manTarAm~manTara(ADJ,2)
manTara	1	dcs:manTara~manTara(NOUN,8)
mananA	1	dcs:mananA~manana(NOUN,2)
manas	3	dcs:manas~manas(ADV,1);dcs:manasA~Iq(VERB,1);dcs:manasaH~amanas(ADJ,3)
manasvin	5	dcs:manasvI~manasvin(NOUN,1);dcs:manasvinA~manasvin(NOUN,1);dcs:manasvinI~manasvinI(NOUN,6);dcs:manasvinIm~manasvinI(NOUN,2);dcs:manasvini~manasvinI(NOUN,2)
mand	3	vidyut:mandi~mandi(noun,9);vidyut:mandin~mandi(noun,2);vidyut:mandinam~mandi(noun,1)
manda	8	dcs:mandA~mandA(NOUN,3);dcs:manda~manda(NOUN,14);dcs:mandaH~manda(NOUN,3);dcs:mandaM~manda(NOUN,2);dcs:mandam~manda(NOUN,1)
mandra	1	dcs:mandraH~mandra(NOUN,2)
manman	1	vidyut:manmanas~manmana(noun,1)
manohA	1	vidyut:manohA~manohan(noun,2)
manohara	6	dcs:manoharA~manoharA(NOUN,6);dcs:manoharAH~manoharA(NOUN,1);dcs:manohara~manohara(NOUN,1);dcs:manoharaH~manohara(NOUN,13);dcs:manoharaM~manohara(NOUN,1)
manojYA	1	dcs:manojYA~manojYa(ADJ,5)
manojavA	1	dcs:manojavA~manojava(ADJ,3)
manojava	4	dcs:manojavAH~manojava(NOUN,1);dcs:manojava~manojava(ADJ,2);dcs:manojavaH~manojava(NOUN,11);dcs:manojavaM~manojava(NOUN,1)
manojavas	1	vidyut:manojavasA~manojavasa(noun,1)
manorama	2	dcs:manoramA~manoramA(NOUN,6);dcs:manoramAm~manoramA(NOUN,1)
mantf	1	dcs:mantA~mantf(ADJ,1)
mantr	4	vidyut:amantryata~mantri(verb,1);vidyut:mantrayaDvam~mantri(verb,1);vidyut:mantrayamARa~mantri(noun,4);vidyut:mantrayeya~mantri(verb,1)
mantra	1	dcs:mantrataH~mantratas(ADV,2)
mantravat	1	dcs:mantravat~mantravat(ADJ,4)
mantray	2	dcs:mantritaH~mantrin(NOUN,2);dcs:mantritam~mantrita(NOUN,3)
mantrin	3	dcs:mantrI~mantrin(ADJ,18);dcs:mantriRaH~mantrin(ADJ,2);dcs:mantriRe~mantrin(ADJ,1)
manu	1	dcs:manavaH~manu(ADJ,2)
manujAtmajA	1	vidyut:manujAtmajA~manujAtmaja(noun,1)
manus	1	dcs:manuza~manuza(NOUN,2)
manuzya	7	dcs:manuzyA~manuzya(ADJ,8);dcs:manuzyAH~manuzya(ADJ,1);dcs:manuzyAn~manuzya(ADJ,1);dcs:manuzyaH~manuzya(ADJ,2);dcs:manuzyam~manuzya(ADJ,1)
manuzyaDarman	1	vidyut:manuzyaDarma~manuzyaDarma(noun,2)
manyA	1	dcs:manyA~man(VERB,1)
manyu	1	dcs:manyo~man(VERB,3)
manyumat	1	dcs:manyumAn~manyumant(NOUN,1)
marAla	1	dcs:marAla~marAla(ADJ,1)
mardana	1	dcs:mardanam~mardana(ADJ,18)
martya	17	dcs:martyA~martya(ADJ,5);dcs:martyAH~martya(ADJ,7);dcs:martyAn~martya(ADJ,4);dcs:martyAnAm~martya(ADJ,3);dcs:martyAsaH~martya(NOUN,2)
martyaDarman	1	vidyut:martyaDarma~martyaDarma(noun,2)
maruDanvan	1	vidyut:maruDanva~maruDanva(noun,2)
marut	1	vidyut:marutam~maruta(noun,3)
marutvat	7	dcs:marutvAn~marutvant(NOUN,5);dcs:marutvantaM~marutvant(NOUN,8);dcs:marutvantam~marutvant(NOUN,1);dcs:marutvat~marutvant(NOUN,1);dcs:marutvatA~marutvant(NOUN,2)
marutvatI	1	dcs:marutvatI~marutvat(ADJ,3)
marv	1	vidyut:mar~marvi(noun,7)
maryAda	1	dcs:maryAda~maryAdA(NOUN,1)
marya	2	dcs:maryAH~marya(ADJ,2);dcs:marya~marya(ADJ,1)
marzi	1	vidyut:marzayetAm~mfz(verb,2)
masUra	1	vidyut:masUra~masUrA(noun,3)
mata	2	dcs:mata~man(VERB,8);dcs:mataM~man(VERB,59)
matimat	1	dcs:matimAn~matimant(NOUN,2)
matipUrva	1	vidyut:matipUrvam~matipUrvam(ind,1)
matipUrvaka	1	vidyut:matipUrvakam~matipUrvakam(ind,1)
matsara	5	dcs:matsarA~matsara(ADJ,2);dcs:matsarAH~matsara(ADJ,4);dcs:matsara~matsara(ADJ,5);dcs:matsaraH~matsara(ADJ,23);dcs:matsaram~matsara(NOUN,7)
matsarin	1	dcs:matsarI~matsarI(NOUN,4)
matsyaganDa	1	vidyut:matsyaganDa~matsyaganDA(noun,3)
maya	4	dcs:maya~maya(NOUN,41);dcs:mayaH~maya(NOUN,50);dcs:mayam~maya(NOUN,20);dcs:mayena~maya(NOUN,34)
mayas	3	dcs:mayaS~maya(NOUN,3);dcs:mayas~maya(NOUN,4);dcs:mayo~maya(NOUN,30)
meD	1	vidyut:meDante~miD(verb,1)
meDA	1	dcs:meDe~meDa(NOUN,6)
meDAvin	1	dcs:meDAvI~meDAvin(NOUN,22)
meDa	1	dcs:meDAH~meDA(NOUN,6)
meDya	4	dcs:meDyA~meDyA(NOUN,17);dcs:meDyaH~meDya(NOUN,3);dcs:meDye~meDya(NOUN,3);dcs:meDyena~ameDya(NOUN,1)
meGamAlA	1	vidyut:meGamAlA~meGamAla(noun,1)
meGaravA	1	vidyut:meGaravA~meGarava(noun,1)
mecaka	2	dcs:mecaka~mecaka(NOUN,6);dcs:mecake~mecaka(ADJ,1)
medin	1	dcs:medI~medin(ADJ,1)
meqi	1	vidyut:meqi~meq(noun,9)
mf	11	dcs:mara~mara(NOUN,1);dcs:mftA~amftA(NOUN,3);dcs:mftAH~amfta(ADJ,7);dcs:mftAn~amfta(NOUN,1);dcs:mfta~mfta(NOUN,7)
mfD	1	dcs:mfDa~mfD(VERB,2)
mfR	1	dcs:mfRasi~mf(VERB,1)
mfd	2	dcs:mfda~mfda(NOUN,1);dcs:mfditam~mfdita(NOUN,1)
mfdu	3	dcs:mfdu~mfdu(NOUN,9);dcs:mfduH~mfdu(NOUN,3);dcs:mfdvI~mfdvI(NOUN,1)
mfdula	1	dcs:mfdula~mfdula(NOUN,2)
mfdupUrva	1	vidyut:mfdupUrvam~mfdupUrvam(ind,1)
mfgI	1	dcs:mfgyA~mfgay(VERB,1)
mfgamandA	2	vidyut:mfgamandA~mfgamanda(noun,1);vidyut:mfgamandAm~mfgamanda(noun,1)
mfj	2	dcs:mArzwi~mArzwi(NOUN,1);dcs:mfzwaM~mfzwa(ADJ,2)
mfq	1	dcs:mfqa~mfqa(NOUN,6)
mfqay	2	dcs:mfqayA~mfqA(NOUN,2);dcs:mfqayantu~mad(PRON,1)
mftapa	1	vidyut:mftapa~mftapA(noun,1)
mfz	6	vidyut:marzaRIya~marzi(noun,6);vidyut:mfq~mfj(noun,14);vidyut:mfq~mfq(noun,14);vidyut:mfq~mfS(noun,7);vidyut:mfq~mfkz(noun,7)
mi	1	dcs:minoti~minoti(NOUN,1)
miD	3	vidyut:meDate~meD(noun,2);vidyut:meDate~meD(verb,1);vidyut:meDate~miD(verb,1)
miS	3	vidyut:meSa~meSi(noun,4);vidyut:meSa~maS(verb,1);vidyut:meSa~miS(verb,1)
miSra	2	dcs:miSrAH~miSra(NOUN,1);dcs:miSra~miSra(NOUN,4)
miSraka	1	dcs:miSraka~miSraka(ADJ,1)
miTas	1	dcs:miTo~miTas(NOUN,2)
miTuna	4	dcs:miTunA~miTuna(NOUN,16);dcs:miTunAso~miTuna(NOUN,1);dcs:miTuna~miTuna(ADJ,6);dcs:miTunam~miTuna(ADJ,10)
mid	3	vidyut:medatAm~mid(noun,2);vidyut:medatAm~med(noun,2);vidyut:medatAm~med(verb,2)
mih	2	dcs:miha~miha(NOUN,1);vidyut:mehatAm~mih(verb,1)
mitaBAziRI	1	vidyut:mitaBAziRI~mitaBAzin(noun,4)
mitraGna	1	vidyut:mitraGna~mitraGnA(noun,3)
mitrakrU	1	vidyut:mitrakru~mitrakru(noun,3)
mitravat	2	dcs:mitravAn~mitravant(NOUN,1);vidyut:mitravat~mitravat(ind,1)
miz	1	vidyut:mezya~mezi(noun,4)
mlecC	1	vidyut:mlecCanti~mlecC(verb,1)
moGa	2	dcs:moGA~moGA(NOUN,3);dcs:moGa~moGa(NOUN,1)
moci	2	vidyut:mok~moji(noun,7);vidyut:mok~mohi(noun,7)
modAki	1	dcs:modAkI~modAkin(NOUN,1)
moda	1	dcs:moda~mud(VERB,2)
modi	1	vidyut:modanIya~mud(noun,2)
mohana	4	dcs:mohanI~mohanI(NOUN,1);dcs:mohana~mohana(ADJ,5);dcs:mohanaM~mohana(ADJ,8);dcs:mohanam~mohana(NOUN,5)
mohin	1	dcs:mohinIm~mohinI(NOUN,2)
mohinI	1	dcs:mohinI~mohin(ADJ,9)
mokza	1	vidyut:mumukzan~mumuhiza(noun,2)
mokzaRa	1	dcs:mokzaRam~mokzaRa(ADJ,1)
momuhya	2	vidyut:momuhyamAnAm~momuh(noun,1);vidyut:momuhyamAna~momuh(noun,2)
mrad	1	dcs:mrada~mrada(NOUN,1)
muKa	11	dcs:muKA~muKa(NOUN,25);dcs:muKAH~muKa(ADJ,3);dcs:muKAnAm~muKa(ADJ,1);dcs:muKI~muKI(NOUN,1);dcs:muKIm~muKI(NOUN,1)
muKara	1	dcs:muKara~muKara(NOUN,1)
muKatas	1	dcs:muKatas~muKa(NOUN,2)
muKya	3	dcs:muKyA~muKya(NOUN,1);dcs:muKyAnAm~muKya(NOUN,1);vidyut:muKyAyAm~muKyA(noun,2)
muRqa	4	dcs:muRqAH~muRqa(NOUN,2);dcs:muRqAya~muRqa(NOUN,3);dcs:muRqa~muRqa(ADJ,25);dcs:muRqaH~muRqa(NOUN,3)
muRqay	2	dcs:muRqitAH~muRqita(ADJ,1);dcs:muRqita~muRqita(ADJ,2)
muc	11	dcs:muc~muc(NOUN,1);dcs:mucA~muc(VERB,2);dcs:muco~muc(NOUN,1);dcs:muktAH~muktA(NOUN,8);dcs:muktAm~muktA(NOUN,2)
mud	2	dcs:muditA~muditA(NOUN,6);dcs:muditAm~muditA(NOUN,1)
mudA	2	vidyut:muda~muda(noun,2);vidyut:muda~mud(noun,2)
muh	12	dcs:mUQAH~mUQa(ADJ,3);dcs:mUQa~mUQa(ADJ,3);dcs:mUQaH~mUQa(ADJ,2);dcs:mUQam~mUQa(ADJ,1);dcs:mUQena~mUQa(ADJ,1)
muktA	1	dcs:muktA~muc(VERB,97)
muktAvalI	1	vidyut:muktAvalI~muktAvali(noun,6)
mukulita	1	dcs:mukulita~mukulay(VERB,6)
mukuwA	1	dcs:mukuwA~mukuwa(NOUN,1)
mumUrza	1	vidyut:mumUrzURAm~mimarIza(noun,3)
muni	1	dcs:muni~muni(ADV,1)
muralA	1	vidyut:muralA~murala(noun,1)
musalI	1	dcs:musalI~musalin(ADJ,5)
nAD	2	vidyut:nADita~nADi(noun,2);vidyut:nADya~nADi(noun,2)
nASana	3	dcs:nASana~nASana(NOUN,1);dcs:nASanam~nASana(NOUN,6);dcs:nASane~nASana(NOUN,4)
nASay	1	dcs:nASayitA~nASayitf(ADJ,1)
nASi	1	vidyut:nASakam~naS(noun,3)
nAciketa	2	dcs:nAciketa~nAciketa(NOUN,1);dcs:nAciketam~nAciketa(ADJ,1)
nAday	1	dcs:nAditam~nAdita(NOUN,1)
nAdeya	1	dcs:nAdeyam~nAdeya(NOUN,1)
nAdi	4	vidyut:nAdayat~nad(noun,3);vidyut:nAtti~nAT(noun,6);vidyut:nAtti~nad(noun,6);vidyut:nAtti~nATi(noun,6)
nAdin	1	dcs:nAdinI~nAdinI(NOUN,1)
nAga	4	dcs:nAgA~anAgas(ADJ,2);dcs:nAgAH~anAgas(ADJ,1);dcs:nAgAn~anAga(ADJ,1);dcs:nAgam~nAga(ADJ,1)
nAgadantA	1	vidyut:nAgadantA~nAgadanta(noun,1)
nAgarAja	1	vidyut:nAgarAjam~nAgarAj(noun,2)
nAgara	3	dcs:nAgara~nAgara(ADJ,5);dcs:nAgaraH~nAgara(ADJ,2);dcs:nAgaram~nAgara(ADJ,1)
nAkulI	1	vidyut:nAkuli~nAkuli(noun,3)
nAma	1	dcs:nAma~nAman(NOUN,1219)
nAman	1	dcs:nAman~nAman(ADV,3)
nAmi	2	vidyut:nAmAm~nam(noun,4);vidyut:nAmas~nam(noun,13)
nAnadya	1	vidyut:nAnadyamAna~nAnad(noun,4)
nAqA	1	vidyut:nAqa~nAqa(noun,2)
nAqIkA	1	vidyut:nAqIkA~nAqIka(noun,2)
nArASaMsa	1	dcs:nArASaMsa~nArASaMsa(NOUN,1)
nArAyaRa	6	dcs:nArAyaRAt~nArAyaRa(ADJ,1);dcs:nArAyaRa~nArAyaRa(ADJ,13);dcs:nArAyaRaH~nArAyaRa(ADJ,1);dcs:nArAyaRam~nArAyaRa(ADJ,1);dcs:nArAyaRe~nArAyaRa(ADJ,2)
nArI	2	dcs:nAryaH~anArya(ADJ,1);dcs:nAryo~anArya(ADJ,1)
nAraka	1	dcs:nAraka~nAraka(ADJ,3)
nArasiMha	1	dcs:nArasiMha~nArasiMha(ADJ,2)
nAri	1	vidyut:nAre~nAra(noun,18)
nAsi	4	vidyut:nAsI~nAs(noun,4);vidyut:nAsI~nas(noun,1);vidyut:nAsti~nAs(noun,6);vidyut:nAsti~nAsti(ind,1)
nAsikya	1	dcs:nAsikya~nAsikya(ADJ,1)
nAstika	1	dcs:nAstika~nAstika(ADJ,2)
nAtidIrGa	1	vidyut:nAtidIrGam~nAtidIrGam(ind,1)
nAtikfcCra	1	vidyut:nAtikfcCrAt~nAtikfcCrAt(ind,1)
nAvi	1	vidyut:nAti~nAyi(noun,12)
nAvyA	1	dcs:nAvyA~nAvya(ADJ,1)
nAwakIyA	1	vidyut:nAwakIyA~nAwakIya(noun,1)
nAyi	2	vidyut:nAyinI~nI(noun,4);vidyut:nAyinI~nay(noun,4)
nI	5	dcs:anayan~anayat(ADJ,2);dcs:nI~niH(ADP,3);dcs:naya~naya(NOUN,93);vidyut:nayamAna~nay(noun,4);vidyut:nayetAm~nay(verb,1)
nIcA	1	dcs:nIcA~nIca(ADJ,9)
nIla	8	dcs:nIlAH~nIla(NOUN,7);dcs:nIla~nIla(NOUN,55);dcs:nIlaH~nIla(ADJ,46);dcs:nIlaM~nIla(NOUN,49);dcs:nIlam~nIla(NOUN,29)
nIlalohita	4	dcs:nIlalohita~nIlalohita(ADJ,1);dcs:nIlalohitaH~nIlalohita(ADJ,1);dcs:nIlalohitam~nIlalohita(ADJ,1);dcs:nIlalohite~nIlalohita(NOUN,1)
nIrajas	1	vidyut:nIrajas~nIraja(noun,4)
nO	1	dcs:nAvAm~nAvA(NOUN,1)
nU	1	dcs:nUzata~nU(VERB,1)
nUnam	1	dcs:nUnam~anUna(ADJ,1)
na	2	dcs:nA~nf(NOUN,82);dcs:na~mad(PRON,836)
naBas	1	dcs:naBa~naBa(NOUN,5)
naBasvat	1	dcs:naBasvAn~naBasvant(NOUN,5)
naKa	1	dcs:naKI~naKin(NOUN,2)
naS	3	dcs:naSat~naS(VERB,4);dcs:nazwa~nazwa(ADJ,1);dcs:nazwaM~nazwa(ADJ,1)
naciketas	1	dcs:naciketaH~naciketa(NOUN,1)
nacirAt	1	dcs:nacirAt~nacira(ADJ,11)
nacira	1	vidyut:naciram~naciram(ind,1)
naciram	1	dcs:naciraM~nacira(ADJ,1)
nacireRa	1	dcs:nacireRa~nacira(ADJ,2)
nad	5	vidyut:anAdizwa~anAdizwa(noun,2);vidyut:nAdyAt~nAdi(noun,4);vidyut:nAdyAt~nAdi(verb,2);vidyut:nAdyAt~nad(verb,1);vidyut:nAdya~nAdi(noun,4)
nada	1	dcs:nada~nad(VERB,1)
nadya	1	dcs:nadyaM~nadI(NOUN,1)
nagarI	1	vidyut:nagari~nagarin(noun,3)
nagna	1	dcs:nagna~nagna(NOUN,1)
nahi	1	dcs:nahi~nahi(NOUN,1)
nakki	3	vidyut:nak~naS(noun,7);vidyut:nak~naK(noun,7);vidyut:nak~nak(ind,1)
nakta	1	dcs:naktA~naktA(NOUN,2)
nakz	1	vidyut:nakzAn~nakzi(noun,4)
nala	1	dcs:nalaH~anala(NOUN,39)
nalinI	2	dcs:nalinI~nalin(ADJ,1);dcs:nalinIM~nalin(ADJ,1)
nam	2	dcs:name~nama(NOUN,1);dcs:nata~nata(NOUN,19)
namas	3	dcs:nama~nam(VERB,12);dcs:namaH~nam(VERB,2);dcs:namo~mIQvas(ADJ,1)
namasy	2	dcs:namasyA~namasya(ADJ,4);dcs:namasya~namasya(ADJ,3)
namasyu	1	dcs:namasyuH~namasyu(NOUN,1)
namovfD	1	vidyut:namovfDA~namovfDa(noun,1)
nanda	1	dcs:nanda~nand(VERB,1)
nandana	4	dcs:nandana~nandana(ADJ,2);dcs:nandanaH~nandana(ADJ,33);dcs:nandanaM~nandana(ADJ,8);dcs:nandanam~nandana(ADJ,12)
nandikA	1	vidyut:nandika~nandika(noun,2)
nandin	1	dcs:nandinaH~nandin(ADJ,1)
nandinI	4	dcs:nandinI~nandin(ADJ,2);vidyut:nandinyAm~nandin(noun,1);vidyut:nandinyAm~nand(noun,1);vidyut:nandinyAm~nandi(noun,1)
napuMsaka	2	dcs:napuMsakAni~napuMsaka(NOUN,1);dcs:napuMsaka~napuMsaka(ADJ,1)
nara	1	dcs:naras~nf(NOUN,9)
narakasTA	1	vidyut:narakasTa~narakasTa(noun,2)
nard	4	vidyut:nard~narti(noun,7);vidyut:nard~nardi(noun,7);vidyut:narda~nardi(noun,4);vidyut:narda~nard(verb,1)
nartakI	1	vidyut:nartakIzu~nft(noun,1)
narya	3	dcs:naryA~narya(NOUN,6);dcs:naryARi~narya(ADJ,1);dcs:naryam~narya(NOUN,1)
nas	1	dcs:nasA~nasA(NOUN,1)
nasyA	1	vidyut:nasyAm~nasya(noun,2)
nat	2	vidyut:natAm~nata(noun,2);vidyut:natAm~nam(noun,1)
navIyas	2	vidyut:navIyas~navIya(noun,1);vidyut:navIyas~navIyas(ind,1)
nava	6	dcs:navA~navan(NUM,23);dcs:navAni~navan(NUM,2);dcs:navaH~nO(NOUN,1);dcs:navasya~nava(NOUN,7);dcs:navena~nava(NOUN,3)
navaka	2	dcs:navaka~navaka(ADJ,2);dcs:navakaH~navaka(NOUN,1)
navamI	1	dcs:navamyAm~navama(ADJ,1)
navama	1	dcs:navamIm~navamI(NOUN,1)
navan	3	dcs:navAnAM~nava(ADJ,5);dcs:navAnAm~nava(ADJ,6);dcs:nava~nava(ADJ,418)
navatA	1	vidyut:navatAm~navata(noun,2)
navati	2	dcs:navatIr~navata(ADJ,1);dcs:navatyA~navata(ADJ,1)
navya	2	dcs:navyA~navya(NOUN,1);dcs:navya~navyas(ADJ,3)
navyas	4	dcs:navyaH~navya(ADJ,2);vidyut:navyas~navya(noun,1);vidyut:navyas~navyas(ind,1);vidyut:navyas~nu(noun,1)
nay	1	vidyut:nayitA~nay(verb,2)
naya	1	dcs:nayAt~nI(VERB,5)
nazwarUpA	1	vidyut:nazwarUpa~nazwarUpa(noun,2)
nedi	3	vidyut:nedam~ned(noun,11);vidyut:nedam~nid(noun,6);vidyut:net~ned(noun,7)
neli	2	vidyut:nelayanti~neli(verb,1);vidyut:nelayati~neli(verb,1)
nema	2	dcs:nema~nam(VERB,1);dcs:neme~nemi(NOUN,1)
nenij	2	vidyut:nenijyAt~nenijya(noun,2);vidyut:nenijyAt~nij(verb,1)
netf	3	dcs:netA~netf(ADJ,12);dcs:netAraH~netf(ADJ,1);dcs:netf~netf(ADJ,2)
netrI	1	dcs:netrI~netf(ADJ,7)
netra	1	dcs:netre~netf(ADJ,3)
nfSaMsa	1	dcs:nfSaMsa~nfSaMsa(NOUN,1)
nfcakzas	1	dcs:nfcakzA~nfcakzas(NOUN,1)
